country,iso3,fuel_type,year,capacity_gw,generation_twh,capacity_factor,cf_low,cf_high,years_used,proxy_fuel,source_id,note
SR,SUR,oil,2024,0.51,0.8,0.1791,0.1768,0.2574,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SK,SVK,bioenergy,2025,0.34,1.58,0.5305,0.5305,0.8752,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SK,SVK,coal,2025,0.27,0.31,0.1311,0.1311,0.2842,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SK,SVK,gas,2025,1.99,3.28,0.1882,0.1142,0.232,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SK,SVK,hydro,2025,1.61,3.16,0.2241,0.2241,0.3425,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SK,SVK,nuclear,2025,2.47,19.32,0.8929,0.8425,0.9087,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SK,SVK,solar,2025,1.03,0.7,0.0776,0.0776,0.1416,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,bioenergy,2025,0.07,0.29,0.4729,0.4077,0.4729,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,coal,2025,1.07,2.18,0.2326,0.2326,0.4107,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,gas,2025,0.54,0.97,0.2051,0.1015,0.2051,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,hydro,2025,1.14,4.06,0.4066,0.3073,0.521,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,nuclear,2025,0.7,5.83,0.9508,0.9265,0.9524,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SI,SVN,solar,2025,1.57,1.54,0.112,0.1021,0.1178,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,bioenergy,2025,3.19,9.96,0.3564,0.3564,0.4681,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,coal,2019,0.14,0.21,0.1712,0.1712,0.318,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,gas,2025,0.25,0.11,0.0502,0.0502,0.1324,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,hydro,2025,16.31,68.24,0.4776,0.4533,0.514,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,nuclear,2025,7.0,46.67,0.7611,0.7611,0.8763,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,oil,2025,4.78,1.97,0.047,0.0439,0.0762,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SE,SWE,solar,2025,5.5,4.43,0.0919,0.0885,0.1072,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SE,SWE,wind,2025,17.38,38.9,0.2555,0.241,0.2745,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SZ,SWZ,bioenergy,2024,0.11,0.21,0.2179,0.2076,0.2491,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SZ,SWZ,hydro,2024,0.06,0.35,0.6659,0.4376,0.761,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SC,SYC,oil,2024,0.11,0.53,0.55,0.5396,0.55,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SY,SYR,gas,2024,7.83,13.0,0.1895,0.1193,0.2006,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SY,SYR,hydro,2024,1.49,0.75,0.0575,0.0575,0.0575,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SY,SYR,oil,2015,0.68,5.3,0.8897,0.8226,0.8897,2,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SY,SYR,solar,2024,1.61,0.1,0.0071,0.0071,0.0368,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TC,TCA,oil,2024,0.1,0.26,0.2968,0.2968,0.3298,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TD,TCD,oil,2024,0.16,0.35,0.2497,0.2354,0.2925,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TG,TGO,gas,2024,0.07,0.5,0.8154,0.7828,0.848,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TG,TGO,hydro,2024,0.07,0.08,0.1305,0.1305,0.1468,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TG,TGO,oil,2022,0.15,0.07,0.0533,0.0152,0.137,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TG,TGO,solar,2024,0.07,0.13,0.212,0.1332,0.212,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,bioenergy,2025,4.31,10.19,0.2699,0.2699,0.3776,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,coal,2025,5.84,33.56,0.656,0.5658,0.6704,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,gas,2025,38.83,123.34,0.3626,0.3626,0.4091,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,hydro,2025,3.13,7.62,0.2779,0.1666,0.2779,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,solar,2025,6.84,9.98,0.1666,0.1666,0.1855,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TH,THA,wind,2025,1.54,3.41,0.2528,0.2202,0.2772,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TJ,TJK,coal,2025,0.4,1.12,0.3196,0.2854,0.4994,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TJ,TJK,gas,2025,0.21,0.27,0.1468,0.1087,0.1685,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TJ,TJK,hydro,2025,5.84,22.55,0.4408,0.3724,0.4408,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TM,TKM,gas,2024,7.09,33.0,0.5313,0.451,0.5353,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TL,TLS,oil,2024,0.35,0.51,0.1663,0.1631,0.1663,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TT,TTO,gas,2024,2.06,9.5,0.5264,0.5087,0.5264,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TN,TUN,gas,2025,5.45,21.18,0.4436,0.4231,0.4788,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TN,TUN,hydro,2025,0.07,0.01,0.0163,0.0163,0.0489,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TN,TUN,solar,2025,0.89,0.56,0.0718,0.0718,0.2511,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TN,TUN,wind,2025,0.25,0.33,0.1507,0.1461,0.1963,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,bioenergy,2025,1.99,8.48,0.4865,0.4589,0.4979,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,coal,2025,21.02,121.4,0.6593,0.6052,0.6593,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,gas,2025,26.94,78.36,0.332,0.2681,0.4548,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,hydro,2025,32.29,57.27,0.2025,0.2012,0.2644,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,oil,2025,0.57,1.03,0.2063,0.0701,0.2063,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TR,TUR,solar,2025,25.47,37.25,0.167,0.1346,0.1939,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TR,TUR,wind,2025,14.78,39.42,0.3045,0.3045,0.3474,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,coal,2025,16.55,104.55,0.7211,0.6983,0.7662,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,gas,2025,21.61,140.64,0.7429,0.6798,0.7429,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,hydro,2025,2.12,5.53,0.2978,0.1895,0.3175,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,nuclear,2022,2.89,23.75,0.9381,0.7006,0.9534,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,oil,2025,2.56,4.66,0.2078,0.1801,0.2577,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
TW,TWN,solar,2025,15.47,16.14,0.1191,0.1182,0.1254,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TW,TWN,wind,2025,4.52,12.0,0.3031,0.2377,0.3031,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TZ,TZA,bioenergy,2024,0.07,0.07,0.1142,0.1142,0.1142,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TZ,TZA,gas,2024,1.15,5.55,0.5509,0.5509,0.7326,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TZ,TZA,hydro,2024,1.39,2.8,0.23,0.23,0.5974,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
TZ,TZA,oil,2024,0.13,0.38,0.3337,0.0176,0.3425,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
UG,UGA,bioenergy,2024,0.11,0.47,0.4878,0.2698,0.4878,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UG,UGA,hydro,2024,1.71,5.0,0.3338,0.3338,0.5168,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UG,UGA,oil,2024,0.1,0.17,0.1941,0.137,0.1941,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
UG,UGA,solar,2024,0.1,0.17,0.1941,0.1712,0.2283,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,bioenergy,2022,0.27,0.78,0.3298,0.26,0.4131,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,coal,2022,21.48,23.32,0.1239,0.1239,0.2557,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,gas,2022,9.26,7.18,0.0885,0.0885,0.1792,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,hydro,2022,4.82,11.02,0.261,0.1542,0.261,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,nuclear,2022,13.84,62.18,0.5129,0.5129,0.7111,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,solar,2022,8.06,5.08,0.0719,0.0563,0.0921,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UA,UKR,wind,2022,1.76,1.42,0.0921,0.0921,0.2658,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UY,URY,bioenergy,2025,0.74,2.97,0.4582,0.4582,0.7583,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UY,URY,gas,2021,1.11,0.01,0.001,0.001,0.0123,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UY,URY,hydro,2025,1.54,3.25,0.2409,0.2409,0.4218,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UY,URY,oil,2025,0.07,0.26,0.424,0.2446,0.424,2,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
UY,URY,solar,2025,0.34,0.61,0.2048,0.1865,0.2048,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UY,URY,wind,2025,1.52,4.85,0.3642,0.3575,0.3875,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,bioenergy,2025,9.72,46.19,0.5425,0.5369,0.6024,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,coal,2025,188.86,737.15,0.4456,0.3858,0.4553,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,gas,2025,549.79,1807.34,0.3753,0.3406,0.3909,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,hydro,2025,84.15,241.7,0.3279,0.3216,0.3365,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,nuclear,2025,96.89,784.78,0.9246,0.9218,0.9315,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,oil,2025,32.51,31.72,0.1114,0.1052,0.1282,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
US,USA,solar,2025,211.61,388.82,0.2098,0.1949,0.2098,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
US,USA,wind,2025,158.83,464.39,0.3338,0.325,0.3504,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UZ,UZB,coal,2025,2.39,5.7,0.2723,0.2274,0.2723,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UZ,UZB,gas,2025,14.49,62.7,0.494,0.4863,0.5805,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UZ,UZB,hydro,2025,2.44,6.3,0.2947,0.2768,0.3917,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UZ,UZB,solar,2025,5.93,6.5,0.1251,0.059,0.2511,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
UZ,UZB,wind,2025,1.65,4.0,0.2767,0.2767,0.4338,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VC,VCT,oil,2024,0.05,0.13,0.2968,0.2968,0.2968,3,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
VE,VEN,gas,2024,12.41,3.6,0.0331,0.0331,0.1114,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VE,VEN,hydro,2024,16.91,73.0,0.4928,0.424,0.4928,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VE,VEN,oil,2024,4.66,3.5,0.0857,0.0799,0.1652,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
VE,VEN,wind,2024,0.05,0.02,0.0457,0.0457,0.0457,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VG,VGB,oil,2023,0.06,0.17,0.3234,0.3044,0.3234,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
VI,VIR,oil,2023,0.33,0.66,0.2283,0.2179,0.2283,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
VN,VNM,bioenergy,2025,0.42,1.03,0.28,0.0987,0.28,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VN,VNM,coal,2025,27.72,149.22,0.6145,0.4862,0.6445,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VN,VNM,gas,2025,9.11,19.34,0.2423,0.2423,0.4453,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VN,VNM,hydro,2025,24.68,102.35,0.4734,0.4015,0.486,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VN,VNM,oil,2025,0.66,0.62,0.1072,0.1072,0.294,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
VN,VNM,solar,2025,19.25,23.07,0.1368,0.1368,0.1792,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
VN,VNM,wind,2025,6.24,14.37,0.2629,0.0925,0.2629,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
WS,WSM,oil,2024,0.05,0.09,0.2055,0.2055,0.2511,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
YE,YEM,gas,2024,0.84,0.06,0.0082,0.0082,0.124,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
YE,YEM,oil,2024,1.4,4.6,0.3751,0.146,0.3751,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
YE,YEM,solar,2024,0.4,0.59,0.1684,0.1684,0.2239,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,bioenergy,2025,0.26,0.47,0.2064,0.1581,0.2064,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,coal,2025,47.49,197.5,0.4747,0.4747,0.5204,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,gas,2012,0.28,1.78,0.7257,0.3629,0.7257,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,hydro,2025,0.75,1.83,0.2785,0.1674,0.4718,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,nuclear,2025,1.93,10.21,0.6039,0.4614,0.7305,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,oil,2025,2.42,1.95,0.092,0.0915,0.1736,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
ZA,ZAF,solar,2025,11.26,19.48,0.1975,0.1975,0.2306,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZA,ZAF,wind,2025,4.33,11.32,0.2984,0.2984,0.3966,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZM,ZMB,coal,2024,0.33,2.13,0.7368,0.4497,0.7472,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZM,ZMB,hydro,2024,3.17,17.0,0.6122,0.6084,0.6769,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZM,ZMB,oil,2024,0.21,0.34,0.1848,0.006,0.1923,4,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
ZM,ZMB,solar,2024,0.19,0.17,0.1021,0.1021,0.1903,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZW,ZWE,bioenergy,2024,0.1,0.12,0.137,0.1142,0.137,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZW,ZWE,coal,2024,1.67,4.4,0.3008,0.3008,0.3759,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZW,ZWE,hydro,2024,1.08,5.7,0.6025,0.4027,0.6268,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ZW,ZWE,solar,2024,0.1,0.04,0.0457,0.0457,0.0685,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
